Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Ratings
Turyaa Chennai,4.3,Chennai,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3797,3.9
Hotel Daltin,4.3,Digha,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,3800,4.1
Pride Hotel & Convention Centre Indore,4.1,Indore,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3807,
Ananya Eco Resorts,3.9,Hyderabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Kid-friendly,,,,3808,4.1
Napier Heritage Fort Kochi,4.5,Kochi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,Full-service laundry,3808,4.2
Hotel TRIDEV,4,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle,3808,4.5
Hotel Krishna Sagar,4,Ghaziabad,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3819,
Goldfinch Hotel Delhi NCR,3.9,Faridabad,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3829,
Regenta Central Hotel & Convention Centre,4,Nagpur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3830,
Nebo hotel,4.2,Varkala,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,,,,3830,4.5
Hotel JSR Continental,3.9,Dehradun,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3843,3.9
La Maison Pondichéry - Heritage Guesthouse,4.4,Pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,3846,4.1
Avenue 11 Boutique Residences | Rooms & Caretaker,4,Chennai,Sleeps 8,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,3853,3.9
"Holiday Inn Express Chennai Omr Thoraipakkam, an IHG Hotel",4.1,Chennai,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3859,3.9
Attide Boutique Hotel,4.2,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3863,4.1
"Hotel MBC Citadel Nashik ( Near Sula, Trimbakeshwar and MIDC Area )",4.2,Nashik,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3870,4
Courtyard Agra,4,Agra,3-star hotel,Free breakfast,Wi-Fi,Free parking,,,,,Kid-friendly,3870,4.2
The Grand Mehfil,3.9,Amravati,,,,,,,,,,3880,
"The Manor House, Kolkata",4.4,Kolkata,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,,3880,4.3
Vibe By The LaLiT Traveller,4,Faridabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,3890,
The Regnant,4.2,Lucknow,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,3892,4.2
Four Points by Sheraton Vadodara,4.2,Vadodara,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3919,
"Lemon Tree Premier, Jaipur",4.3,Jaipur,4-star hotel,Breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3920,4.4
Hotel Himalayan Resort,4.1,Kashmir,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920,
Hotel Himalayan Resort,4.1,Srinagar,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920,4.5
Courtyard by Marriott Vadodara,4.5,Vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3920,
Four Points by Sheraton Vadodara,4.2,Vadodara,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3920,
The Pamposh,3.7,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Full-service laundry,Business center,Kid-friendly,,3931,4.1
Park Prime Ranchi,4,Ranchi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3931,
Hotel Royal Heritage,4.2,Srinagar,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,3935,4.5
Hotel Radiance Courtyard,4.4,Varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3941,4.5
Clarks Inn Express Ludhiana,4.7,Ludhiana,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,,,,3948,
The Elanza Hotel,4.1,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3968,4.1
"Babylon International, Raipur",4.1,Raipur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,3977,
SeaShell,4.5,Andaman,4-star hotel,Free breakfast,Wi-Fi,Kitchen,Pool,Air conditioning,Full-service laundry,Spa,Kid-friendly,4000,4.5
Maharaja Ganga mahal,4.3,Bikaner,4-star hotel,Free breakfast,Free Wifi,Kitchen,,,Spa,Airport shuttle,Kid-friendly,4000,4.3
Kukda Resort,4.3,Chittorgarh,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Heating,4000,4.1
HOTEL AMALFI GRAND,4.1,Patna,4-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,4004,
"Holiday Inn Express Ahmedabad Prahlad Nagar, an IHG Hotel",4.4,Ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,Accessible,4007,4.1
Kadackal Farmhouse | Rooms & Pool,4.2,Bangalore,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,No crib,No elevator,No fitness center,4012,4.1
Hotel Grand Rio,4.5,Nashik,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,4016,4
The Ornate,4.2,Guwahati,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4017,
The Grand Mehfil,4.3,Amravati,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4021,
Sarovar Portico Surajkund,3.9,Faridabad,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4021,
Caves County,4.1,Nashik,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Full-service laundry,,,,4021,4
Green Palms Hotel,4.1,Ghaziabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4023,
"Ginger Mumbai, Goregaon",4,Mumbai,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,,4031,4.2
"Hotel Singhania Sarovar Portico,Raipur",4.1,Raipur,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4032,
Status Club & Resort,4.3,Kanpur,3-star hotel,Air conditioning,Kid-friendly,,,,,,,4040,
Hotel AK International,3.6,Hazaribagh,,,,,,,,,,4060,
"The Fern Residency, Chandigarh",4,Chandigarh,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,4077,4.2
Effotel by Sayaji,4.3,Indore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4090,
THE OCEAN PEARL INN,4.3,Mangalore,Free breakfast,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,,4106,
Rks Beachfront,4.8,Mangalore,Free Wi-Fi,Free parking,Pool,Beach access,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4116,
Regenta Central Amritsar,4.2,Amritsar,5-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4117,4.4
The Bull Boutique Hotel,4.3,Pondicherry,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,4129,4.1
The Royal Retreat,4.2,Ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4140,
Radisson Lucknow City Center,4.3,Lucknow,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4189,4.2
Agonda Paradise Beach Huts,4.2,Goa,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No beach access,No crib,4200,4.5
Gagal Home BKC Suite | Rooms & Caretaker,3.7,Mumbai,Sleeps 4,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,4208,4.2
Hotel Hira Inn,4.8,Allahabad,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,,,4212,
"Hotel Surya, Kaiser Palace",4.2,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4212,4.5
"Hotel Surya, Kaiser Palace",4.2,Varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4214,4.5
Jamal Resorts,4,Kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215,
Jamal Resorts,4,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215,4.5
Ilara Hotels & Spa,4.6,Chennai,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,4234,3.9
Grand Mercure Vadodara Surya Palace,4.4,Vadodara,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4237,
Moon And Mars Resort,4.3,Kanpur,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4242,
Regenta Central Noida,3.8,Noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255,
The Royal Retreat,4.2,Ranchi,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,Room service,4255,
Hotel Prominent Corporate Residency,4.3,Gandhinagar,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4256,
Treebo Trend Goodland Residency,4.1,Trivandrum,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4265,
VGP Golden Beach Resort,3.9,Chennai,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Spa,Beach access,4267,3.9
Hotel Sri Vinayak,3.8,Hazaribagh,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,Full-service laundry,4272,
IKON by Annapoorna,4.5,Coimbatore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4278,4.1
Clarks Inn Suites Gwalior,4.4,Gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4280,3.8
Cambay Sapphire Gandhinagar,3.4,Gandhinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4284,
Manavi Home Stay,4.8,Mathura,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,4300,4.2
Grand Continental Hotel,4.1,Allahabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4309,
Dera Haveli Heritage Homestay,4.3,Gwalior,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,,4312,3.8
Hotel Pushkar Legacy,4.2,Pushkar,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Heating,4320,4
Regenta Place Amritsar,4.2,Amritsar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4321,4.4
Sterling Wayanad,4.4,Wayanad,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Air conditioning,4321,4.3
"Ambassador Ajanta Hotel, Aurangabad",4.2,Aurangabad,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4322,3.7
The Palm Court,4.3,Ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4326,
BloomSuites | Ahmedabad,4.2,Ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4333,4.1
Windsor Rajadhani,4.1,Trivandrum,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4341,
Ellaa Hotel,4.8,Hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4349,4.1
IRA By Orchid Bhubaneswar ( Formerly Vits Bhubaneswar ),4.1,Bhubaneswar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4367,4.2
"Hotel Kanha Shyam, Prayagraj",4.1,Allahabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4375,
St Laurn Hotel,3.9,Pune,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,4381,4.1
Sayaji Hotel Raipur,4.3,Raipur,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4381,
Hotel Luxura,4.3,Pachmarhi,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,4390,4.4
Magpie Pachhu Village Resort,4.3,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,,4391,
Radisson Resort Goa Baga,4.8,Goa,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4397,4.5
Royal Plaza Suites,4.7,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,,4409,
Hotel Bon Sejour,3.8,Pondicherry,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,4415,4.1
"Holiday Inn Express Nashik Indira Nagar, an IHG Hotel",3.8,Nashik,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Accessible,4434,4
The Altius Boutique Hotel,4,Chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,4435,4.2
Pragati Manor,4.1,Guwahati,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,4451,
Vijay Intercontinental,4.1,Kanpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4452,
Asian Park Hotel,3.8,Srinagar,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4456,4.5
Hotel Grand Canyon,3.9,Raipur,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4479,
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,Bangalore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480,4.1
"Country Inn & Suites by Radisson, Bengaluru Hebbal Road",4.1,Bangalore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480,4.1
Centre Point,4.2,Jamshedpur,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4480,
Hyatt Regency Lucknow,4.4,Lucknow,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4480,4.2
Blue Lagoon Resort | Room & Restaurant,3.9,Goa,Villa,Sleeps 8,3 bedrooms,Fireplace,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,4487,4.5
Iora The Retreat,4.4,Kaziranga National Park,,Free breakfast,Free Wifi,Spa,Free parking,Kid-friendly,,Pool,Kitchen,4500,3.8
Zibe Hyderabad by GRT Hotels,4.5,Hyderabad,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4520,4.1
"The Oberoi Grand, Kolkata",4.4,Kolkata,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4534,4.3
"The Fern - An Ecotel Hotel, Vadodara",4.2,Vadodara,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4535,
Sarovar Portico Naraina,3.9,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4536,4.1
Hotel Windsor,3.9,Patna,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4536,
Sunny's World,4.2,Pune,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,Accessible,4549,4.1
Sunny's World,4.2,Pune,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,Accessible,4549,4.1
Clafouti Beach Resort,4.1,Varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,4.5
Clafouti Beach Resort,4.1,Varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,4.5
The G8,4,Noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616,
Goldfinch Hote l Mangaluru,4.2,Mangalore,Breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Kitchen,Airport shuttle,4619,
AJ Grand Hotel,4.5,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,4620,
Clarks Inn Suites Gwalior,4.4,Gwalior,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4622,3.8
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,Varanasi,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627,4.5
"Millennium Inn, Prayagraj",4.2,Allahabad,4-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4631,
Howard Johnson by Wyndham Bengaluru Hebbal,4.1,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,4636,4.1
Country Inn Mysore - Mosaic,4.5,Mysore,,,,,,,,,,4645,4.2
The Piccadily Hotel,4.1,Chandigarh,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Kitchen,4656,4.2
Bloom Boutique | GK-1,4.2,Delhi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,4659,4.1
Sayaji Hotel Vadodara,4.4,Vadodara,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4659,
The Grand Empire | Best 4 Star Luxury Hotel in Patna,4,Patna,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,4662,
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,Sikkim,Sleeps 6,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662,
The Grand Parisian,4.2,Delhi,3-star hotel,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,,4673,4.1
"The Fern Residency, Noida",4.1,Noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,,4677,
Ramada by Wyndham Ahmedabad,4,Ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,4680,4.1
-,3.9,Meerut,Free Wi-Fi,Paid parking,Air conditioning,Kitchen,Full-service laundry,,,,,4680,
Hotel Centre Point,4.3,Nagpur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4681,
Riverstone Cottages,4,Dehradun,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Full-service laundry,Kid-friendly,4686,3.9
"Nihara Resort & Spa, Kadamakudy Island, Kochi",4.3,Kochi,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,4692,4.2
Park Plaza Chennai OMR,4.1,Chennai,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4704,3.9
WelcomHeritage Traditional Haveli,4.5,Jaipur,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Bar,Restaurant,4704,4.4
Jimmy Beach Resort,4.2,Alibaug,4-star hotel,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,,,Kid-friendly,4704,3.9
JRD Pride,4.4,Delhi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,4720,4.1
Shakuntala Farms - Rustic Farmstay with Modern Comforts,4.9,Nashik,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Kitchen,Full-service laundry,,,,4745,4
Fairfield by Marriott Indore,4.2,Indore,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4770,
The Sea View,4.2,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4777,
Hotel Maharaja Regency,4.4,Ludhiana,3-star hotel,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service,4792,
Guhantara,3.7,Bangalore,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Full-service laundry,4803,4.1
Fairfield by Marriott Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4814,4.2
Fairfield by Marriott Lucknow,4.3,Lucknow,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4816,4.2
Hotel Sea View,4,Kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845,4.1
"Summit Namnang Courtyard & Spa, Gangtok",4.1,Sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846,
The Grand Bhagwati,4.3,Ahmedabad,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4854,4.1
"Babylon Capital, Raipur",4.2,Raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry,4875,
"Fortune JP Palace, Mysore - Member ITC's hotel group",4.3,Mysore,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4880,4.2
"Lemon Tree Hotel, Gachibowli, Hyderabad",4.2,Hyderabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4910,4.1
Sikkim Tourist Center,4.3,Sikkim,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,4914,
LP Vilas,4.4,Dehradun,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4925,3.9
"The Fern Residency, Aurangabad",4.1,Aurangabad,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4928,3.7
The Wilderness Retreat,4,Hyderabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Restaurant,Room service,Full-service laundry,Kid-friendly,4928,4.1
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,Ahmedabad,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4929,4.1
Holiday Inn Express & Suites Bengaluru OMR,4.4,Bangalore,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4930,4.1
The Sea View,4.2,Mangalore,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Bar,Restaurant,Room service,Kitchen,4936,
Regenta Central Klassik,4.3,Ludhiana,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4941,
"Lemon Tree Premier,Vijayawada",4.4,Vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen,4949,
Hotel Gargee Grand | Best Hotel in Patna,4.1,Patna,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4956,
